country,province,title,variety,points,price,description
France,Burgundy,Henri de Villamont 2012  Mazis-Chambertin,Pinot Noir,94,,"Ripe and juicy, this is a well-structured wine with both delicious red fruits and a core of serious tannins. The wine has weigh, richness and a opulence that comes from great fruits. The result is a wine with beautiful character that will develop well. Drink from 2019."
France,Burgundy,Louis Jadot 2013 Grèves Premier Cru  (Beaune),Pinot Noir,94,62.0,"Wonderful spice and ripe red fruits shoot through this rich while structured wine. Dark cherries, strawberries and a ripe texture have given a wine that will be beautiful, smooth and generous. The acidity and the core of tannins will allow it to age well. Drink from 2019."
France,Burgundy,Louis Jadot 2013 Les Boucherottes Premier Cru  (Beaune),Pinot Noir,94,62.0,"A generous wine, this features intense dark fruits, ripe strawberry and an almost -weet character. It's packed with spice, richness and beautiful concentration. Great acidity gives a wine that is developing freshness and weight. Drink from 2020."
France,Burgundy,Domaine Méo-Camuzet 2013 Aux Murgers Premier Cru  (Nuits-St.-Georges),Pinot Noir,94,,"This wine already has great balance, with its dry structure setting off the concentrated cherry and red-berry fruits. The acidity, tense while also fragrant, gives a background of freshness to the wine. It is still young, firm tannins still prominent. Drink from 2020."
France,Burgundy,Roche de Bellene 2012 Vieilles Vignes  (Savigny-lès-Beaune),Pinot Noir,90,38.0,"With concentration and a sense of structure, this is a solid wine with great potential. It has firm tannins under the attractive raspberry fruits. The wine is dense and certainly needs aging. Drink from 2018."
France,Southwest France,Cave du Marmandais 2014 Château Bazin Red (Côtes du Marmandais),Red Blend,91,35.0,"This young wine has great potential. With powerful tannins and a dense texture, it is rich in black fruits and acidity. Concentrated and with a firm structure, the wine will age well. Produced from a blend that puts Bordeaux grapes with a small proportion of the local Abouriou, it will be ready in 2020."
France,Southwest France,Domaine Rotier 2015 Les Gravels Red (Gaillac),Red Blend,91,,"Blending the three red grapes of Gaillac (Duras, Braucol and Syrah), this is an impressively rich wine, with signs of its wood aging just integrating with the ripe black-currant fruit and firm tannins. It has an exhilarating aftertaste of acidity and young fruits. Drink from 2020."
France,Burgundy,Louis Jadot 2014  Côte de Beaune-Villages,Pinot Noir,89,38.0,"Coming mainly from the villages of Ladoix and Chorey-lès-Beaune, this wine is a delicious example of the juicy, ripe fruit that comes from the Côte de Beaune. It's soft and open, with a generous character that makes it ready to drink soon, from 2018."
France,Southwest France,Domaine Laurens 2013 Cuvée de Flars  (Marcillac),Red Blend,89,20.0,"This wine is a vineyard selection, aged in wood for 12 months. A structured blend of Fer Servadou and Cabernet Sauvignon, it has black fruits, firm tannins and acidity, all in balance. The wood aging is only a hint of smoothness with the rich fruit. Drink from 2018."
France,Southwest France,Domaine du Moulié 2011 Red (Madiran),Red Blend,90,13.0,"A fine blend with 60% Tannat that has been softened and filled out by Cabernets Franc and Sauvignon. It still does have a firm tannic core although this is surrounded by ripe black fruits and acidity. It has all its bright fruit and so could age further, although it is now ready to drink."
France,Provence,Jules 2004 Reserve Cabernet Sauvignon (Côtes de Provence),Cabernet Sauvignon,88,25.0,"Mainly Cabernet Sauvignon, this shows off Cabernet's cedary, leafy qualities to advantage, using them to accent its cassis fruit. It's a nicely balanced, medium-bodied Cab, with a smooth texture and chocolate and cedar accents on the finish. Ready to drink now, but it should hold for at least another few years."
France,Southwest France,Château Bouissel 2008 Le Bouissel Red (Fronton),Red Blend,90,20.0,"An impressively structured wine, this great blend of Négrette, Syrah and Malbec shows intense tannins underlying powerful juicy black fruit flavors. Aromatic, spicy and driven by its dry texture, it should age for several years."
France,Alsace,Cave de Ribeauvillé 2013 Lieu-dit Kugelberg Pinot Noir (Alsace),Pinot Noir,93,28.0,"A touch of flinty reduction clings to the nose but soon relaxes into soft notes of ripe black cherry. The palate is textured and dry, harmonious with fruit and the gentle ripple and crunch of slightly rustic but utterly pleasant tannins. This seems to be its perfect drinking window now: generous with fruit, utterly harmonious and starting to mellow. The finish is fresh, clean and totally moreish. If you can resist at all, this may well continue to develop. Drink now through 2025."
France,Southwest France,Château Bouissel 2012 Classic Red (Fronton),Red Blend,88,16.0,"With a dominance of juicy Negrette in the blend, this is a soft, fruity wine. Red fruits with layers of acidity are softened by some wood aging. Tannins come from Cabernet Sauvignon that delivers a more robust aftertaste. Drink now."
France,Loire Valley,Henri Bourgeois 2016 Petit Bourgeois Rosé de Pinot Noir (Val de Loire),Pinot Noir,86,13.0,This is a tangy fruity wine. It has crisp acidity along with spice as well as red-currant fruitiness. It is light and refreshing and ready to drink now.
France,Burgundy,Henri de Villamont 2012 Santenots Premier Cru  (Volnay),Pinot Noir,91,,"Ripe, soft and fruity, just hinting at the wood aging, this comes from a vineyard that was only lightly hit by hail in 2012. The acidity, spice and smokiness produce a wine that has a rich, red-fruit character that is shot through with fine acidity. Drink from 2017."
France,Burgundy,Louis Latour 2012 Vignes Franches Premier Cru  (Beaune),Pinot Noir,91,90.0,"This wine is soft and round, with attractive acidity as well as a light sense of structure from tannins. It features considerable acidity along with wild strawberry flavors that keep it lifted and aromatic. Drink from 2017."
France,Burgundy,Florent Descombe 2015  Bourgogne,Pinot Noir,86,13.0,"From vineyards across Burgundy, this soft wine is an attractive entry point to the region. It has red fruit and a soft character, with just some youthful tannins that melt as it opens. Drink now."
France,Loire Valley,Vignobles Berthier 2012 Domaine de Montbenoit Pinot Noir (Coteaux du Giennois),Pinot Noir,87,16.0,"This structured wine is young, with a firm character that is still masking the juicy red fruits. However, it does have weight and the potential for a soft, rounded wine in a couple of years. Drink this wine, from a small region just north of Pouilly Fumé, from 2016."
France,Loire Valley,Vignobles Berthier 2013 Domaine des Clairneaux  (Sancerre),Pinot Noir,87,28.0,"So light in color, this Pinot Noir is almost a rosé. The texture and structure, though, are definitely of a red wine. Firm tannins give a backbone to the red cherry fruitiness and fresh acidity. It's still young so keep this wine until 2016."
France,Southwest France,Cave du Marmandais 2012 La Vieille Eglise Réserve Red (Côtes du Marmandais),Red Blend,88,15.0,"Just mature, this smooth, velvet-textured wine has juicy black fruits with a smoky character that adds interest to the structure and acidity that give the wine shape. Rich while fresh at the end, it is ready to drink."
France,Southwest France,Château Coutinel 2008 Fût de Chêne Red (Fronton),Red Blend,88,18.0,"Wood aging gives this wine a rich, smooth texture, its tannins finely integrated with the solid, foursquare berry fruits. There is an herbal touch and perfumed character, making this an elegant wine that is just coming to maturity."
France,Burgundy,Louis Max 2010 Vigne du Chapitre  (Mercurey),Pinot Noir,85,30.0,"Along with soft red fruits, this is a wine that shows crisp acidity, strawberry flavors and light tannins. It's already drinkable, but it can age for a year."
France,Burgundy,Domaine Jessiaume 2009  Bourgogne,Pinot Noir,85,25.0,"Attractive and fruity, this has red fruits at the fore. It is soft, round and balanced, with just the right amount of red currant acidity. Drink now."
France,France Other,Henri Milan 2007 L. Robert Milan 57 Red (Vin de Table Francais),Red Blend,90,60.0,"A firmly tannic wine, bursting with the herbs of Provence, layers of new wood and pure sweet plum and blackberry fruits. The balance of this maturing wine is just right, giving an intense flavor."
France,Burgundy,Simonnet-Febvre NV Brut P100 Blanc de Noirs  (Crémant de Bourgogne),Pinot Noir,88,25.0,"Pure Pinot Noir, this has weight as well as intense acidity. It's a crisp wine, sourced from near Chablis, cool in texture while showing ripe red apples and quince fruitiness. Drink now."
France,Burgundy,Manuel Olivier 2011  Aloxe-Corton,Pinot Noir,88,50.0,"This is a delicious, fruity wine with just a core of tannins to hold it together. It is packed with red berry fruits along with intense, still-youthful acidity. As it develops, it will become fruitier and softer."
France,Loire Valley,Patient Cottat 2010 Anciennes Vignes  (Sancerre),Pinot Noir,87,26.0,"With its light color, this is a soft and fruity wine that is now beginning to mature. Its red berries are acquiring a more barnyard character, while acidity is merging into the ripe texture. It's ready to drink."
France,Languedoc-Roussillon,Laroque 2015 Pinot Noir (Vin de Pays Cité de Carcassonne),Pinot Noir,84,14.0,"Notes of red currant, rhubarb, tart strawberry and Cherry Dr. Pepper grace the nose and mouth of this straightforward and easy-drinking red. It's lightweight and softly structured, with a short but clean and pleasant finish."
France,Southwest France,Chateau Saint Louis 2012 Red (Fronton),Red Blend,84,17.0,"Dominated by Fronton's own native Négrette grape, this is a spicy, earthy wine. A green bell pepper undertow gives freshness while also an unripe character. The wine should be drunk now."
France,Burgundy,Jean-Claude Boisset 2011 Dames Huguettes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,84,,"A perfumed, light, fruity wine that comes from the hill vineyards behind the Côte de Nuits. It has red fruits, light tannins and a juicy, fresh aftertaste. Drink now."
France,Burgundy,L. Tramier & Fils 2010  Gevrey-Chambertin,Pinot Noir,84,,This very earthy wine with a barnyard character has lost its fruit. It does have structure but it is not likely to lose its animal edge.
France,Loire Valley,Cave Cooperative du Vendômois 2013 César de Vendôme Red (Coteaux du Vendômois),Red Blend,83,12.0,"Light in color, this tight, stalky wine is a blend of Pinot Noir, Cabernet Franc and Pineau d'Aunis. It comes from a region that is probably too cool for red wines, showing an herbal character that suggests underripe grapes. The wine might show better in a warmer vintage."
France,Loire Valley,Domaine Alban Roblin 2014  Sancerre,Pinot Noir,86,22.0,This ripe wine has spice as well as red-berry fruits. Good acidity combines with light tannins to deliver a balanced wine with a mineral edge that should age for a few more months. Drink from 2017.
France,Alsace,François Baur 2012 Sang du Dragon Pinot Noir (Alsace),Pinot Noir,89,28.0,"The merest hint of oak spice wafts from the nose. The palate has that softly oaked, spiced roundedness that adds cinnamon and a touch of vanilla to gentle but not overtly expressed berry notes. There is some tannic grip, too."
France,Champagne,Thiénot 2007 Cuvée Garance Blanc de Rouges Brut Millesimé Pinot Noir (Champagne),Pinot Noir,90,100.0,"Named after Alain Thiénot's daughter Garance, this is rich and full of delicious fruit. Well aged, it is just developing some secondary flavors that complement the ripe apple and crisp grapefruit flavors. The mineral tang on the finish adds a bit of levity. Drink now."
France,France Other,Paul Bouchard & Cie NV Red (Vin de France),Red Blend,83,9.0,"This is a light and soft selection, with an upfront gamy note that's framed by soft strawberry, rhubarb, red cherry and currant fruit tones on the nose and mouth. Overall, it's short and direct; drink up."
France,Alsace,Lucien Albrecht NV Brut Rosé Pinot Noir (Alsace),Pinot Noir,89,17.0,"Scented red apple and tart red berries cast a summer spell. On the palate, the fruit flavors are expressed gently and with ease, riding on the foamy froth and a very light, easygoing body. The finish is mouthwatering, moreish, dry and totally appetizing."
France,Alsace,Willm NV Blanc de Noirs Brut Pinot Noir (Alsace),Pinot Noir,89,19.0,"Soft notes of apple are bedded on a creamy, biscuity background of mellow richness. The structure of Pinot Noir shines through and makes for an elegant if not overly fruited wine. Fine bubbles make for a very smooth mouthfeel, all the way to the dry, refreshing finish."
France,Alsace,Willm NV Brut Rosé Pinot Noir (Alsace),Pinot Noir,89,19.0,"Red apple and cranberry flavors dominate nose and palate with their appetizing fruity tartness. The palate with its restrained dosage does its best to put the fruit flavors into the spotlight, highlighting them with frothy lightness and finishing dry and fresh."
France,Alsace,Cave de Beblenheim NV Blanc de Noirs Heimberger Brut Pinot Noir (Alsace),Pinot Noir,89,,The honeyed notes on the nose almost have a savory soy-scented quality. These savory notes of stone and yeast also hover on the palate which is dry and replaces primary fruit with honeyed fluidity against the canvas of yeasty autolysis. This works not only as a dry refreshing apéritif but as an accompaniment to delicate foods.
France,Alsace,Cave de Cleebourg NV Clérostein Rosé Pinot Noir (Alsace),Pinot Noir,89,15.0,"Baked red currant and apple notes create a very appetizing nose. Their tart fruitiness mingles beautifully with the shortbread notes on the dry, refreshing palate and makes this almost impossible to put down. The finish is wonderfully clean and refreshing."
France,Alsace,Arthur Metz 2014 Brut Rosé Millesimé Pinot Noir (Alsace),Pinot Noir,89,20.0,"Faint notes of strawberry rise from the glass; on the palate they become more subdued and meld into fresh, citrusy notes of grapefruit. The combination of fine fizz, grown-up dryness and spiky citrus is absolutely convincing, even mouth-watering."
France,Southwest France,Producteurs Plaimont 2014 La Madeleine de Saint-Mont  (Saint-Mont),Red Blend,92,99.0,"From a small parcel of 19th-century vines planted on the hill of Saint-Mont, this is a finely structured rich wine. It has dark tannins and dense black fruits that are balanced by acidity. Rich, spicy and full, it still has tannins that will begin to soften shortly. Drink from 2018 until 2024."
France,Southwest France,L'Enclos des Braves 2015 L'Enclos Rouge Red (Gaillac),Red Blend,92,28.0,"From a small 19-acre estate, this is a fruity and juicy blend of Braucol and the still rare Prunelard. It has a tannic stalky edge that suggests the wine can still develop. This serious concentrated wine was made in egg-shaped cement tanks and is from organic grapes. Drink from 2019."
France,Southwest France,Château Bellevue la Forêt 2015 Optimum Red (Fronton),Red Blend,92,28.0,"The top wine from this estate is impressive. It has rich black fruits and firm tannins, showing its youthfulness. Its weight and concentration combine with the ripe fruits to give a wine that is destined for long-term aging. Négrette, Syrah and Cabernet Sauvignon go into this fine blend. Drink it from 2020."
France,Burgundy,Domaine Henri Delagrange 2014 Clos de Chênes Premier Cru  (Volnay),Pinot Noir,92,105.0,"With a fine balance between some rigorous tannins and a more generous black-fruit character, this is a wine both to appreciate now and to age. The wine is perfumed, with spice from the wood aging and mint and thyme aromas. This serious wine is just ready to drink, but that would be a shame, so wait until 2018."
France,Alsace,Willm NV Blanc de Noirs Brut Pinot Noir (Crémant d'Alsace),Pinot Noir,90,14.0,"This is a deliciously ripe, full-bodied wine with all the red berry fruits, orange zest and acidity that you could want. It's finely made with a creamy mousse and a fresh and fruity aftertaste."
France,France Other,J.P. Chenet 2015 Reserve Pinot Noir (Vin de France),Pinot Noir,84,10.0,"This is a solid and balanced wine, with lively aromas and flavors of red cherry, strawberry and banana. Light weight and easy drinking, the softly tannic structure transitions seamlessly into the clean, fruity finish."
France,France Other,Domaine de la Mordorée 2014 La Remise Red (Vin de France),Red Blend,84,13.0,"This 50-50 blend of Marselan and Merlot opens with aromas of raspberry-cran-apple juice and underripe cherry. The light palate offers lithe tannins and a tart, fruit-skin astringency that lingers through the close."
France,Burgundy,Manuel Olivier 2008  Aloxe-Corton,Pinot Noir,88,29.0,"A soft and deliciously jammy wine. It has immediately attractive ripe plum and berry fruits, layered with balancing acidity. The tannins sit well in the plump cushion of the wine. Not for aging."
France,Provence,Les Vignobles Gueissard 2011 Cuvée G Red (Bandol),Red Blend,90,25.0,"With its blend that includes perfumed Mourvèdre, this is a solidly tannic while also aromatic wine. It tastes of the garrigue and wild plants that surround the vineyards, giving both tannin and rich dark plum fruit flavors. It needs to age, so drink from 2016."
France,Alsace,Domaines Schlumberger 2015 Les Princes Abbés Pinot Noir (Alsace),Pinot Noir,89,27.0,"The nose just hints at earth and autumnal oak leaf. The palate comes with slight grip, very fine tannins and more earthy leafy aromas. Red-cherry fruit is just hinted at. This is slender and bone dry and will come into its own when served with subtle mushroom or game dishes."
France,Alsace,Henri Schoenheitz 2014 Saint Gregoire Pinot Noir (Alsace),Pinot Noir,89,20.0,The nose seems closed. There is just a hint of earthiness. The slender palate has edges of mocha and smoke that frame its fresh crisp tart red-cherry fruit. The body is light but held within a very fine-boned structure that leads to a dry clean finish.
France,Loire Valley,Domaines Tatin 2014 Les Demoiselles Tatin Pinot Noir (Reuilly),Pinot Noir,87,20.0,"Smooth and soft, this has light, fresh red-berry fruits laced with acidity and perfumed by red cherries. The structure is gentle and with the bright fruits, this succulent wine is ready to drink."
France,Loire Valley,Joseph Mellot 2014 Domaine des Emois  (Sancerre),Pinot Noir,87,30.0,"This wine has an initial strong tannic element that submerges the red fruits. As it opens, the wine reveals more juiciness, berry flavors and fresh acidity. It's still young and needs to be aged. Drink from 2018."
France,Burgundy,Louis Chevallier 2014  Morey-Saint-Denis,Pinot Noir,87,55.0,"Something of the structure of Morey is here in this wine. However it is surprisingly ready to drink, with the tannins in the background leaving the foreground to juicy red-berry fruits and fresh acidity. It is attractive and balanced; drink now."
France,Alsace,Domaine Sipp-Mack 2015 Tradition Pinot Noir (Alsace),Pinot Noir,88,27.0,"Hints of earth are the only aromas on the nose, which seems devoid of fruit. The palate has a similar leafy earthiness and slight berry aromas. There are bitter edges on the very slender, soft and easy body. This has a picnic-style rusticity about it and a very clean and dry finish."
France,Champagne,Jean Josselin NV Cordon Royal Brut Pinot Noir (Champagne),Pinot Noir,90,37.0,"This is a Pinot Noir-dominated wine, with intense acidity as well as attractive, rich white fruits. There is a touch of maturity, of ripeness that gives the wine a full-bodied character. Add in some toastiness and this is a well-integrated wine that's ready to drink."
France,Champagne,Henriet-Bazin NV Blanc de Noirs Extra Brut Pinot Noir (Champagne),Pinot Noir,91,73.0,"Produced from Grand Cru vineyards on the Montagne de Reims, this wine is rich, dry and tightly structured. A mineral texture gives a steely edge that is balanced by perfumed fruit with apple and creamed pear flavors."
France,Champagne,Jean Laurent 2003 Blanc de Noirs Millésime Brut Pinot Noir (Champagne),Pinot Noir,91,100.0,"With the dominance of Pinot Noir in the Aube region, it is no surprise to find a vintage Champagne that is 100% from that grape. With a round character from the Pinot, as well as a hot vintage, this is a full-bodied wine with vibrant fruit and lively acidity. Drink now."
France,Burgundy,Philippe Pacalet 2014  Gevrey-Chambertin,Pinot Noir,92,110.0,"This wine from a densely planted southeast-facing vineyard is still firmly structured with a dry core of tannins. Its black cherry and plum fruit flavors are still developing yet show considerable potential. With its richness, it will age well. Drink from 2020."
France,Burgundy,David Duband 2014  Gevrey-Chambertin,Pinot Noir,92,85.0,"From the northern end of the Gevrey-Chambertin appellation, this wine is ripe, floral and supple in texture. It has crisp red fruit and vibrant acidity, underpinned by ripe tannins. Developing quickly, it will be ready to drink from 2019."
France,Provence,Château Romanin 2011 La Chapelle Red (Les Baux de Provence),Red Blend,86,,"This is a light, fresh wine that shows attractive acidity while also offering some firm tannins. It has a crisp edge, but not a great amount of depth, and will probably be ready to drink soon."
France,Burgundy,Domaines Devillard 2010 Le Renard  (Bourgogne),Pinot Noir,85,22.0,"Light and fruity, this has a fresh red-berry flavor. It has intense youthful acidity, lending a very crisp texture. With its soft tannins, it is ready to drink in a few months when the acidity has calmed down."
France,Burgundy,L. Tramier & Fils 2012  Bourgogne Hautes Côtes de Beaune,Pinot Noir,86,,"From the slopes high on the hillside above Beaune, this is a soft and ripe wine. Fruity and smoky, it has some richer berry flavors to broaden it out. Good acidity makes the wine fresh, fruity and ready to drink in 2015."
France,Burgundy,Domaine Des Meix Porons 2014 Les Pimentiers  (Savigny-lès-Beaune),Pinot Noir,89,39.0,"From vines in the plain between Corton and Beaune, this wine is full of ripe red fruits. Its soft, rounded character is spiced with acidity and the wood aging. Soft tannins fill the texture. Drink from 2018."
France,Alsace,Cave de Ribeauvillé NV Giersberger Brut Rosé Pinot Noir (Alsace),Pinot Noir,88,23.0,"Fresh lemony notes are signalled on the nose and fizz on the simple, fruit-driven palate. There is an element of creaminess but the frothing mouthfeel is all about refreshment and easy fruit."
France,Champagne,Charles-Gilbert de Vindé NV Brut Rosé Pinot Noir (Champagne),Pinot Noir,88,54.0,"This crisp, dry rosé brings out citrus and orange fruits as much as red berries and red currants. It is tight and lightly mineral in texture, with a touch of tannin from the 100% Pinot Noir. The wine is ready to drink."
France,Burgundy,Henri de Villamont 2014  Grands-Echezeaux,Pinot Noir,94,,"Firm and structured, this still shows much of the ripe red fruit of the vintage. It has a round, warm feel, along with weight and density. Fresh berry flavors cut through the powerful texture. Drink from 2023."
France,Burgundy,Domaine Coquard Loisson-Fleurot 2014  Clos de la Roche,Pinot Noir,94,130.0,"For its small size, Morey Saint-Denis is blessed with four Grand Cru vineyards, of which this is arguably the finest. The wine's spice and wood flavors are still evident, although these will get well integrated into the rich red-fruit flavor. It is certainly still young and should not be drunk before 2022."
France,Burgundy,Albert Morot 2014 Les Cent Vignes Premier Cru  (Beaune),Pinot Noir,93,65.0,"Rich and juicy, this wine holds excellent potential. With its ripe red-berry fruit, balanced tannins and acidity, and spice from the wood aging, it will become a concentrated wine. Drink from 2020."
France,Burgundy,Château de Santenay 2014 Clos du Roi Premier Cru  (Beaune),Pinot Noir,93,55.0,"Situated in the northern part of the Côte de Beaune, the vines produce soft, ripe wines. This wine is typical of this style with just enough tannins to bolster the rich berry fruits. It features a juicy backdrop along with touches of wood and spice. It needs time; drink from 2020."
France,Burgundy,Domaine Faiveley 2014 Clos de l'Ecu Premier Cru Monopole  (Beaune),Pinot Noir,93,76.0,"A generous wine, this is packed with red fruits as well as firmly structured. It conveys the fresh acidity of the year, with fine smoky tannins. It will be an impressive wine. Drink from 2020."
France,Burgundy,Louis Jadot 2010  Pommard,Pinot Noir,88,65.0,"A dense, firm selection, this has layers of red fruits and acids that help to give the wine's skeleton some flesh. This is likely to develop into a rich, but always firm, wine."
France,Burgundy,Jaffelin 2009  Volnay,Pinot Noir,88,42.0,"Earthy, soft and ripe, this wine shows the richness of the vintage. It is full of red plum and red jelly flavors, and the tannins are dusty in the background. The acidity holds it all together, and the finish is juicy and fruity."
France,Loire Valley,Joseph Mellot 2012 Domaine des Emois  (Sancerre),Pinot Noir,86,30.0,"Raspberry fruits and juicy acidity are allied to a softly tannic structure to give a ripe while fresh wine. It's fruity but with a firm, dry core that gives the potential to age 2016–2017."
France,Champagne,Henriet-Bazin NV Blanc de Noirs Grand Cru Brut Pinot Noir (Champagne),Pinot Noir,91,68.0,"With the weight expected from a 100% Pinot Noir wine, this is rich while also textured with tight minerality and tense acidity. It is dry, concentrated with the weight of two Grand Cru vineyards behind it. The wine is just ready to drink, although it will show well with a few more months in bottle."
France,Burgundy,Domaine Roger Belland 2011 Les Charmes  (Santenay),Pinot Noir,86,50.0,This is a ripe and juicy wine. It has ripe wild strawberry flavors that go with the full-bodied feeling and the warm tannins. It's rich and developing well. Drink from 2016.
France,Burgundy,Joseph Drouhin 2012  Pommard,Pinot Noir,90,65.0,"With the next two vintages both damaged by hail, 2012 is the most recent normal crop from Pommard. This structured and solid wine seems to have an excess of wood at this stage, although the ripe red berry fruits do give a more generous character. The tannins, typical of Pommard, kick in—although not enough to spoil the fruitiness. Drink from 2016."
France,Burgundy,Domaine de la Pousse d'Or 2009 Corton Bressandes  (Corton-Bressandes),Pinot Noir,94,163.0,"Dense, weighty and concentrated now, this wine will become opulent once the surface tannins finally integrate. The wine is superrich, with chocolate and licorice partnering with the intense fruit."
France,Burgundy,Jaffelin 2009  Chambolle-Musigny,Pinot Noir,85,64.0,"A tight wine, this is dominated by acids, red fruits and firm tannins, and it's missing some of the richness of the vintage. It has a closed feeling, and it needs some months to develop, but this will always be dry."
France,Burgundy,Albert Bichot 2010 Secret de Famille  (Bourgogne),Pinot Noir,85,,"This is a firm wine, but it has ripe red fruit. It shows an attractive touch of smoke, and there is fine balance between the firm tannins and fragrant fruit. Drink now."
France,Languedoc-Roussillon,Gérard Bertrand 2008 Syrah/Carignan Red (Minervois),Red Blend,89,18.0,"The nose is loaded with garrigue aromas, mostly rosemary and dried bay leaf, lifted by vibrant black cherry and black berry jam. Licorice and spice unfold in the chewy mouth, with a decadent milk chocolate infused finish."
France,Southwest France,Domaine Rotier 2014 Esquisse Red (Gaillac),Red Blend,86,15.0,"A wine that smells so fruity, and with a soft, open texture, needs to be drunk young. This wine is all red berries coupled with acidity and some smoky tannins. It's a great idea to chill it slightly."
France,Alsace,Hugel 2011 Grossi Laüe Limited Edition Pinot Noir (Alsace),Pinot Noir,94,55.0,"A pure startling cherry note rises from the glass. It is flanked by notes of autumn forest, tar and dried orange rind. Evidently, there is some development and evolution here. The palate is alive and fills not only the mouth but all the senses with its alluring aromas, yet it is firmly anchored in earthier tones. The body is svelte and fresh: its fine-boned structure is as much down to fresh acidity as it is to finely flexed tannins. This is profound, lasting and delicious but also deliciously light."
France,Southwest France,Jean-Luc Baldès 2008 Clos Triguedina Baldès Red (Cahors),Red Blend,88,,"A firmly structured wine, revealing all the Malbec tannic character. The extra year's aging has rounded the wine, filling it out with black tarry fruit. It is firm and dense, with good richness."
France,Burgundy,Manuel Olivier 2012  Chambolle-Musigny,Pinot Noir,89,80.0,"Exhibiting the natural richness of a Chambolle wine, this is a work in progress. Tannins are still integrating with the generous red fruits and acidity to give the ripe and rounded wine it will become. Drink from 2017."
France,Burgundy,Manuel Olivier 2012  Morey-Saint-Denis,Pinot Noir,89,50.0,"Still young, this is potentially a full and rich wine. It has the structure typical of Morey, with firm tannins and a good depth of cherry and red fruit flavors topped by acidity. The tannins are still firm and the wine needs to age, so drink from 2017."
France,Burgundy,Michel Gros 1999 Clos des Reas  (Vosne-Romanée),Pinot Noir,93,65.0,"This lovely wine, a Monopole, is already showing complex, forward fruit with flavors of plum, cherry and cranberry. Soft and fulsome, it shows a light hand with the oak, allowing nuances of tobacco and leather to emerge. Good weight and texture, it seems bound for early glory."
France,Burgundy,Daniel Rion 1999 Les Beaux-Monts  (Vosne-Romanée),Pinot Noir,92,52.0,"Rion holds back on the new oak, letting the pure, supple fruit speak for itself. This is a muscular Vosne, young and firm, showing excellent focus and structure. Already the finish lingers beautifully, with layers of texture and tightly wrapped fruit. Should cellar well for a decade or more."
France,Burgundy,Michel Gros 1999 Aux Brulees  (Vosne-Romanée),Pinot Noir,90,65.0,"Another premier cru from Michel Gros, this one not as elegant and fruity as the Réas. Instead it goes for more ripeness, more tannic weight, and a lot more roasted scents from the barrels. Big, rawboned but undeniably appealing, it has a lot of rough-hewn flavor, dominated by toast, tannin and tobacco."
France,Burgundy,Daniel Rion 1999 Clos dea Argillieres  (Nuits-St.-Georges),Pinot Noir,89,52.0,"This is a lovely, fragrant Burgundy, with a smoky/cherry scented nose leading into a rather tight, hard young wine. Hints of rosewater, graham cracker and tobacco are there, along with some green tannins. Medium body and texture; needs more time to show its best stuff."
France,Burgundy,Michel Gros 1999  Chambolle-Musigny,Pinot Noir,89,38.0,"Scents of graham cracker and malted milk chocolate tickle the nose, while the tart fruit slowly unwinds to reveal cherry and beetroot scents and flavors. Tannic and hard, without immediately showing much sweetness, it seems to put the emphasis on mineral and soil, root and leaf, but may evolve into a very interesting wine."
France,Burgundy,Michel Gros 1999 Les Chaliots  (Nuits-St.-Georges),Pinot Noir,87,37.0,"This needs a good bit of breathing time, then it begins to reveal some cherry lifesaver fruit and a balanced structure with firm acids and medium tannins. A bit chalky in the finish, it's a relatively light style that is pleasant and pretty once it has opened up."
France,Burgundy,Daniel Rion 1999 Les Charmes  (Chambolle-Musigny),Pinot Noir,87,65.0,"The nose is dominated by the attractive scents of new French oak, with some hints of pipe tobacco and just a whiff of volatile acidity. It is tight and tannic, a bit ""lifted"" with the VA, and at this point not showing much fruit or complexity, given the price."
France,Southwest France,Domaine de Pellehaut 2016 Harmonie de Gascogne Red (Côtes de Gascogne),Red Blend,84,12.0,"This is a stalky light wine. With black-currant fruit and layers of intense acidity, it is fruity with a cool crisp aftertaste. Drink now."
France,France Other,Pierre Moulin NV Pinot Noir (Vin de France),Pinot Noir,82,13.0,"An assertive medicinal character dominates the bouquet of this wine, with secondary notes of overripe red berries and strawberry. A fruit leather and Jolly Rancher-like quality overwhelms the palate, while the finish is surprisingly sharp and short."
France,France Other,L'original French Kiss NV Cabernet Sauvignon (Vin de France),Cabernet Sauvignon,81,11.0,"Initial medicinal notes of cherry cough syrup partner with scents of cherry Jolly Rancher and red rope licorice. The smooth, slick palate feels overdone, offering more of those sweet red-fruit flavors, but it finishes fast."
France,France Other,Le Val 2014 Cabernet Sauvignon (Vin de France),Cabernet Sauvignon,81,10.0,"Sweet oak aromas of vanilla extract, pencil shaving and cocoa butter flood the nose, overshadowing any pure fruit character. Soft and broad in texture, it has plum spice and sweet wood flavors that fade fast on the close."
France,Loire Valley,Jean-Max Roger 2010 Cuvée La Grange Dimière  (Sancerre),Pinot Noir,89,28.0,"Nicely mature, this is a ripe red-fruit and spice-flavored wine. Soft tannins merge with the fruit to give a wine that is balanced with a fragrant, juicy aftertaste. Drink now."
